kingdom,phylum,class,genus,species,bacteria,strain_id,bacgroup,order
Bacteria,Chlamydiae,Chlamydiia,Chlamydophila,Chlamydophila_felis,Chlamydophila_felis_Fe_C_56_uid57971,3066,Chlamydiae,Chlamydiales
Bacteria,Chlamydiae,Chlamydiia,Chlamydophila,Chlamydophila_pecorum,Chlamydophila_pecorum_E58_uid66295,3198,Chlamydiae,Chlamydiales
Bacteria,Chlamydiae,Chlamydiia,Chlamydophila,Chlamydophila_pneumoniae,Chlamydophila_pneumoniae_AR39_uid57809,3199,Chlamydiae,Chlamydiales
Bacteria,Chlamydiae,Chlamydiia,Chlamydophila,Chlamydophila_pneumoniae,Chlamydophila_pneumoniae_CWL029_uid57811,1215,Chlamydiae,Chlamydiales
Bacteria,Chlamydiae,Chlamydiia,Chlamydophila,Chlamydophila_pneumoniae,Chlamydophila_pneumoniae_J138_uid57829,3203,Chlamydiae,Chlamydiales
Bacteria,Chlamydiae,Chlamydiia,Chlamydophila,Chlamydophila_pneumoniae,Chlamydophila_pneumoniae_TW_183_uid57997,3224,Chlamydiae,Chlamydiales
Bacteria,Chlamydiae,Chlamydiia,Chlamydophila,Chlamydophila_psittaci,Chlamydophila_psittaci_6BC_uid63621,1224,Chlamydiae,Chlamydiales
Bacteria,Chlorobi,Chlorobia,Chlorobaculum,Chlorobaculum_parvum,Chlorobaculum_parvum_NCIB_8327_uid59185,1228,Chlorobi,Chlorobiales
Bacteria,Chlorobi,Chlorobia,Chlorobium,Chlorobium_chlorochromatii,Chlorobium_chlorochromatii_CaD3_uid58375,1229,Chlorobi,Chlorobiales
Bacteria,Chlorobi,Chlorobia,Chlorobium,Chlorobium_limicola,Chlorobium_limicola_DSM_245_uid58127,1230,Chlorobi,Chlorobiales
Bacteria,Chlorobi,Chlorobia,Chlorobium,Chlorobium_luteolum,Chlorobium_luteolum_DSM_273_uid58175,3231,Chlorobi,Chlorobiales
Bacteria,Chlorobi,Chlorobia,Chlorobium,Chlorobium_phaeobacteroides,Chlorobium_phaeobacteroides_BS1_uid58131,3232,Chlorobi,Chlorobiales
Bacteria,Chlorobi,Chlorobia,Chlorobium,Chlorobium_phaeobacteroides,Chlorobium_phaeobacteroides_DSM_266_uid58133,3233,Chlorobi,Chlorobiales
Bacteria,Chlorobi,Chlorobia,Chlorobium,Chlorobium_phaeovibrioides,Chlorobium_phaeovibrioides_DSM_265_uid58129,3237,Chlorobi,Chlorobiales
Bacteria,Chlorobi,Chlorobia,Chlorobium,Chlorobium_tepidum,Chlorobium_tepidum_TLS_uid57897,3238,Chlorobi,Chlorobiales
Bacteria,Chloroflexi,Chloroflexi,Chloroflexus,Chloroflexus_aggregans,Chloroflexus_aggregans_DSM_9485_uid58621,1269,Chloroflexi,Chloroflexales
Bacteria,Chloroflexi,Chloroflexi,Chloroflexus,Chloroflexus_aurantiacus,Chloroflexus_aurantiacus_J_10_fl_uid57657,3260,Chloroflexi,Chloroflexales
Bacteria,Chloroflexi,Chloroflexi,Chloroflexus,Chloroflexus_Y,Chloroflexus_Y_400_fl_uid59085,3261,Chloroflexi,Chloroflexales
Bacteria,Chlorobi,Chlorobia,Chloroherpeton,Chloroherpeton_thalassium,Chloroherpeton_thalassium_ATCC_35110_uid59187,3262,Chlorobi,Chlorobiales
Bacteria,Proteobacteria,Betaproteobacteria,Chromobacterium,Chromobacterium_violaceum,Chromobacterium_violaceum_ATCC_12472_uid58001,1286,Betaproteobacteria,Neisseriales
Bacteria,Proteobacteria,Gammaproteobacteria,Chromohalobacter,Chromohalobacter_salexigens,Chromohalobacter_salexigens_DSM_3043_uid62921,3274,Gammaproteobacteria,Oceanospirillales
Bacteria,Proteobacteria,Gammaproteobacteria,Citrobacter,Citrobacter_koseri,Citrobacter_koseri_ATCC_BAA_895_uid58143,3281,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Citrobacter,Citrobacter_rodentium,Citrobacter_rodentium_ICC168_uid43089,3282,Gammaproteobacteria,Enterobacteriales
Bacteria,Actinobacteria,Actinobacteria,Clavibacter,Clavibacter_michiganensis,Clavibacter_michiganensis_NCPPB_382_uid61625,1296,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Clavibacter,Clavibacter_michiganensis,Clavibacter_michiganensis_sepedonicus_uid61577,3283,Actinobacteria,Actinomycetales
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_genomosp,Clostridiales_genomosp__BVAB3_UPII9_5_uid46219,3294,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_acetobutylicum,Clostridium_acetobutylicum_ATCC_824_uid57677,3368,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_acetobutylicum,Clostridium_acetobutylicum_DSM_1731_uid68293,1395,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_beijerinckii,Clostridium_beijerinckii_NCIMB_8052_uid58137,1408,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_A2_Kyoto_uid59229,1410,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_A3_Loch_Maree_uid59149,1411,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_A_ATCC_19397_uid58927,1412,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_A_ATCC_3502_uid61579,3403,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_A_Hall_uid58931,3404,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_B1_Okra_uid59147,3405,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_Ba4_657_uid59173,3406,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_B_Eklund_17B_uid59159,1420,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_BKT015925_uid66203,3409,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_E3_Alaska_E43_uid59157,1419,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_botulinum,Clostridium_botulinum_F_Langeland_uid58929,3411,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_cellulolyticum,Clostridium_cellulolyticum_H10_uid58709,3413,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_cellulovorans,Clostridium_cellulovorans_743B_uid51503,1414,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_difficile,Clostridium_difficile_630_uid57679,1417,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_difficile,Clostridium_difficile_CD196_uid41017,3419,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_difficile,Clostridium_difficile_R20291_uid40921,3423,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_kluyveri,Clostridium_kluyveri_DSM_555_uid58885,3424,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_kluyveri,Clostridium_kluyveri_NBRC_12016_uid59369,3425,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_lentocellum,Clostridium_lentocellum_DSM_5427_uid49117,3426,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_ljungdahlii,Clostridium_ljungdahlii_DSM_13528_uid50583,3427,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_novyi,Clostridium_novyi_NT_uid58643,3428,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_perfringens,Clostridium_perfringens_13_uid57681,3429,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_perfringens,Clostridium_perfringens_ATCC_13124_uid57901,3430,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_perfringens,Clostridium_perfringens_SM101_uid58117,3431,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_phytofermentans,Clostridium_phytofermentans_ISDg_uid58519,3434,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_saccharolyticum,Clostridium_saccharolyticum_WM1_uid51419,3435,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_sticklandii,Clostridium_sticklandii_DSM_519_uid59585,3436,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_SY8519,Clostridium_SY8519_uid68705,3437,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_tetani,Clostridium_tetani_E88_uid57683,3438,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Clostridium,Clostridium_thermocellum,Clostridium_thermocellum_ATCC_27405_uid57917,3439,Clostridia,Clostridiales
Bacteria,Proteobacteria,Betaproteobacteria,Collimonas,Collimonas_fungivorans,Collimonas_fungivorans_Ter331_uid70793,3441,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Gammaproteobacteria,Colwellia,Colwellia_psychrerythraea,Colwellia_psychrerythraea_34H_uid57855,1425,Gammaproteobacteria,Alteromonadales
Bacteria,Proteobacteria,Betaproteobacteria,Comamonas,Comamonas_testosteroni,Comamonas_testosteroni_CNB_2_uid62961,3442,Betaproteobacteria,Burkholderiales
Bacteria,Actinobacteria,Actinobacteria,Conexibacter,Conexibacter_woesei,Conexibacter_woesei_DSM_14684_uid43467,3443,Actinobacteria,Solirubrobacterales
Bacteria,Firmicutes,Clostridia,Coprothermobacter,Coprothermobacter_proteolyticus,Coprothermobacter_proteolyticus_DSM_5265_uid59253,3444,Clostridia,Thermoanaerobacterales
Bacteria,Verrucomicrobia,Opitutae,Coraliomargarita,Coraliomargarita_akajimensis,Coraliomargarita_akajimensis_DSM_45221_uid47079,3445,Verrucomicrobia,Puniceicoccales
Bacteria,Actinobacteria,Actinobacteria,Coriobacterium,Coriobacterium_glomerans,Coriobacterium_glomerans_PW2_uid65787,3447,Actinobacteria,Coriobacteriales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_aurimucosum,Corynebacterium_aurimucosum_ATCC_700975_uid59409,3448,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_diphtheriae,Corynebacterium_diphtheriae_NCTC_13129_uid57691,3459,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_efficiens,Corynebacterium_efficiens_YS_314_uid62905,3462,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_glutamicum,Corynebacterium_glutamicum_ATCC_13032_uid57905,3463,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_glutamicum,Corynebacterium_glutamicum_ATCC_13032_uid61611,3464,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_glutamicum,Corynebacterium_glutamicum_R_uid58897,3465,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_jeikeium,Corynebacterium_jeikeium_K411_uid58399,3466,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_kroppenstedtii,Corynebacterium_kroppenstedtii_DSM_44385_uid59411,3467,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_pseudotuberculosis,Corynebacterium_pseudotuberculosis_FRC41_uid50585,1435,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_resistens,Corynebacterium_resistens_DSM_45100_uid50555,1437,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_ulcerans,Corynebacterium_ulcerans_BR_AD22_uid68291,1444,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_urealyticum,Corynebacterium_urealyticum_DSM_7109_uid61639,3487,Actinobacteria,Actinomycetales
Bacteria,Actinobacteria,Actinobacteria,Corynebacterium,Corynebacterium_variabile,Corynebacterium_variabile_DSM_44702_uid62003,1445,Actinobacteria,Actinomycetales
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiella,Coxiella_burnetii,Coxiella_burnetii_CbuG_Q212_uid58893,3486,Gammaproteobacteria,Legionellales
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiella,Coxiella_burnetii,Coxiella_burnetii_CbuK_Q154_uid58895,1492,Gammaproteobacteria,Legionellales
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiella,Coxiella_burnetii,Coxiella_burnetii_Dugway_5J108_111_uid58629,1462,Gammaproteobacteria,Legionellales
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiella,Coxiella_burnetii,Coxiella_burnetii_RSA_331_uid58637,1517,Gammaproteobacteria,Legionellales
Bacteria,Proteobacteria,Gammaproteobacteria,Coxiella,Coxiella_burnetii,Coxiella_burnetii_RSA_493_uid57631,1516,Gammaproteobacteria,Legionellales
Bacteria,Bacteroidetes,Flavobacteriia,Croceibacter,Croceibacter_atlanticus,Croceibacter_atlanticus_HTCC2559_uid49661,3571,Bacteroidetes,Flavobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Cronobacter,Cronobacter_sakazakii,Cronobacter_sakazakii_ATCC_BAA_894_uid58145,3572,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Cronobacter,Cronobacter_turicensis,Cronobacter_turicensis_z3032_uid40821,3574,Gammaproteobacteria,Enterobacteriales
Bacteria,Actinobacteria,Actinobacteria,Cryptobacterium,Cryptobacterium_curtum,Cryptobacterium_curtum_DSM_15641_uid59041,3575,Actinobacteria,Coriobacteriales
Bacteria,Proteobacteria,Betaproteobacteria,Cupriavidus,Cupriavidus_metallidurans,Cupriavidus_metallidurans_CH34_uid57815,3576,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Cupriavidus,Cupriavidus_necator,Cupriavidus_necator_N_1_uid68689,3577,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Cupriavidus,Cupriavidus_taiwanensis,Cupriavidus_taiwanensis_LMG_19424_uid61615,3588,Betaproteobacteria,Burkholderiales
Bacteria,Cyanobacteria,-,cyanobacterium,cyanobacterium_UCYN,cyanobacterium_UCYN_A_uid43697,3586,Cyanobacteria,Chroococcales
Bacteria,Cyanobacteria,-,Cyanothece,Cyanothece_ATCC,Cyanothece_ATCC_51142_uid59013,3587,Cyanobacteria,Chroococcales
Bacteria,Cyanobacteria,-,Cyanothece,Cyanothece_PCC,Cyanothece_PCC_7424_uid59025,1524,Cyanobacteria,Chroococcales
Bacteria,Cyanobacteria,-,Cyanothece,Cyanothece_PCC,Cyanothece_PCC_7425_uid59435,1526,Cyanobacteria,Chroococcales
Bacteria,Cyanobacteria,-,Cyanothece,Cyanothece_PCC,Cyanothece_PCC_7822_uid52547,1527,Cyanobacteria,Chroococcales
Bacteria,Cyanobacteria,-,Cyanothece,Cyanothece_PCC,Cyanothece_PCC_8801_uid59027,1528,Cyanobacteria,Chroococcales
Bacteria,Cyanobacteria,-,Cyanothece,Cyanothece_PCC,Cyanothece_PCC_8802_uid59143,1525,Cyanobacteria,Chroococcales
Bacteria,Bacteroidetes,Cytophagia,Cyclobacterium,Cyclobacterium_marinum,Cyclobacterium_marinum_DSM_745_uid71485,3589,Bacteroidetes,Cytophagales
Bacteria,Bacteroidetes,Cytophagia,Cytophaga,Cytophaga_hutchinsonii,Cytophaga_hutchinsonii_ATCC_33406_uid57651,3642,Bacteroidetes,Cytophagales
Bacteria,Proteobacteria,Betaproteobacteria,Dechloromonas,Dechloromonas_aromatica,Dechloromonas_aromatica_RCB_uid58025,1709,Betaproteobacteria,Rhodocyclales
Bacteria,Deferribacteres,Deferribacteres,Deferribacter,Deferribacter_desulfuricans,Deferribacter_desulfuricans_SSM1_uid46653,1729,Deferribacteres,Deferribacterales
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoides,Dehalococcoides_BAV1,Dehalococcoides_BAV1_uid58477,3872,Chloroflexi,Dehalococcoidales
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoides,Dehalococcoides_CBDB1,Dehalococcoides_CBDB1_uid58413,1840,Chloroflexi,Dehalococcoidales
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoides,Dehalococcoides_ethenogenes,Dehalococcoides_ethenogenes_195_uid57763,1841,Chloroflexi,Dehalococcoidales
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoides,Dehalococcoides_GT,Dehalococcoides_GT_uid42115,1842,Chloroflexi,Dehalococcoidales
Bacteria,Chloroflexi,Dehalococcoidia,Dehalococcoides,Dehalococcoides_VS,Dehalococcoides_VS_uid42393,1843,Chloroflexi,Dehalococcoidales
Bacteria,Chloroflexi,Dehalococcoidia,Dehalogenimonas,Dehalogenimonas_lykanthroporepellens,Dehalogenimonas_lykanthroporepellens_BL_DC_9_uid48131,1844,Chloroflexi,-
Bacteria,-,Deinococci,Deinococcus,Deinococcus_deserti,Deinococcus_deserti_VCD115_uid58615,1845,Deinococci,Deinococcales
Bacteria,-,Deinococci,Deinococcus,Deinococcus_geothermalis,Deinococcus_geothermalis_DSM_11300_uid58275,3930,Deinococci,Deinococcales
Bacteria,-,Deinococci,Deinococcus,Deinococcus_maricopensis,Deinococcus_maricopensis_DSM_21211_uid62225,3932,Deinococci,Deinococcales
Bacteria,-,Deinococci,Deinococcus,Deinococcus_proteolyticus,Deinococcus_proteolyticus_MRP_uid63399,3933,Deinococci,Deinococcales
Bacteria,-,Deinococci,Deinococcus,Deinococcus_radiodurans,Deinococcus_radiodurans_R1_uid57665,1846,Deinococci,Deinococcales
Bacteria,Proteobacteria,Betaproteobacteria,Delftia,Delftia_acidovorans,Delftia_acidovorans_SPH_1_uid58703,3934,Betaproteobacteria,Burkholderiales
Bacteria,Proteobacteria,Betaproteobacteria,Delftia,Delftia_Cs1,Delftia_Cs1_4_uid67319,3936,Betaproteobacteria,Burkholderiales
Bacteria,Deferribacteres,Deferribacteres,Denitrovibrio,Denitrovibrio_acetiphilus,Denitrovibrio_acetiphilus_DSM_12809_uid46657,3978,Deferribacteres,Deferribacterales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculus,Desulfarculus_baarsii,Desulfarculus_baarsii_DSM_2075_uid51371,3979,Deltaproteobacteria,Desulfarculales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfatibacillum,Desulfatibacillum_alkenivorans,Desulfatibacillum_alkenivorans_AK_01_uid58913,3980,Deltaproteobacteria,Desulfobacterales
Bacteria,Firmicutes,Clostridia,Desulfitobacterium,Desulfitobacterium_hafniense,Desulfitobacterium_hafniense_DCB_2_uid57749,3982,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Desulfitobacterium,Desulfitobacterium_hafniense,Desulfitobacterium_hafniense_Y51_uid58605,84,Clostridia,Clostridiales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacca,Desulfobacca_acetoxidans,Desulfobacca_acetoxidans_DSM_11109_uid65785,85,Deltaproteobacteria,Syntrophobacterales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterium,Desulfobacterium_autotrophicum,Desulfobacterium_autotrophicum_HRM2_uid59061,1962,Deltaproteobacteria,Desulfobacterales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobulbus,Desulfobulbus_propionicus,Desulfobulbus_propionicus_DSM_2032_uid62265,10,Deltaproteobacteria,Desulfobacterales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfococcus,Desulfococcus_oleovorans,Desulfococcus_oleovorans_Hxd3_uid58777,9,Deltaproteobacteria,Desulfobacterales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfohalobium,Desulfohalobium_retbaense,Desulfohalobium_retbaense_DSM_5692_uid59183,1892,Deltaproteobacteria,Desulfovibrionales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfomicrobium,Desulfomicrobium_baculatum,Desulfomicrobium_baculatum_DSM_4028_uid59217,1910,Deltaproteobacteria,Desulfovibrionales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfotalea,Desulfotalea_psychrophila,Desulfotalea_psychrophila_LSv54_uid58153,1909,Deltaproteobacteria,Desulfobacterales
Bacteria,Firmicutes,Clostridia,Desulfotomaculum,Desulfotomaculum_acetoxidans,Desulfotomaculum_acetoxidans_DSM_771_uid59109,17,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Desulfotomaculum,Desulfotomaculum_carboxydivorans,Desulfotomaculum_carboxydivorans_CO_1_SRB_uid67317,1934,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Desulfotomaculum,Desulfotomaculum_kuznetsovii,Desulfotomaculum_kuznetsovii_DSM_6115_uid67357,1952,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Desulfotomaculum,Desulfotomaculum_reducens,Desulfotomaculum_reducens_MI_1_uid58277,1953,Clostridia,Clostridiales
Bacteria,Firmicutes,Clostridia,Desulfotomaculum,Desulfotomaculum_ruminis,Desulfotomaculum_ruminis_DSM_2154_uid67507,1999,Clostridia,Clostridiales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrio,Desulfovibrio_aespoeensis,Desulfovibrio_aespoeensis_Aspo_2_uid42613,2009,Deltaproteobacteria,Desulfovibrionales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrio,Desulfovibrio_alaskensis,Desulfovibrio_alaskensis_G20_uid57941,2121,Deltaproteobacteria,Desulfovibrionales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrio,Desulfovibrio_desulfuricans,Desulfovibrio_desulfuricans_ATCC_27774_uid59213,2122,Deltaproteobacteria,Desulfovibrionales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrio,Desulfovibrio_magneticus,Desulfovibrio_magneticus_RS_1_uid59309,2124,Deltaproteobacteria,Desulfovibrionales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrio,Desulfovibrio_salexigens,Desulfovibrio_salexigens_DSM_2638_uid59223,2125,Deltaproteobacteria,Desulfovibrionales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrio,Desulfovibrio_vulgaris,Desulfovibrio_vulgaris_DP4_uid58679,2184,Deltaproteobacteria,Desulfovibrionales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrio,Desulfovibrio_vulgaris,Desulfovibrio_vulgaris_Hildenborough_uid57645,2187,Deltaproteobacteria,Desulfovibrionales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrio,Desulfovibrio_vulgaris,Desulfovibrio_vulgaris__Miyazaki_F__uid59089,2188,Deltaproteobacteria,Desulfovibrionales
Bacteria,Chrysiogenetes,Chrysiogenetes,Desulfurispirillum,Desulfurispirillum_indicum,Desulfurispirillum_indicum_S5_uid45897,347,Chrysiogenetes,Chrysiogenales
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurivibrio,Desulfurivibrio_alkaliphilus,Desulfurivibrio_alkaliphilus_AHT2_uid49487,350,Deltaproteobacteria,Desulfobacterales
Bacteria,Aquificae,Aquificae,Desulfurobacterium,Desulfurobacterium_thermolithotrophum,Desulfurobacterium_thermolithotrophum_DSM_11699_uid63405,2197,Aquificae,Aquificales
Archaea,Crenarchaeota,Thermoprotei,Desulfurococcus,Desulfurococcus_kamchatkensis,Desulfurococcus_kamchatkensis_1221n_uid59133,2216,Crenarchaeota,Desulfurococcales
Archaea,Crenarchaeota,Thermoprotei,Desulfurococcus,Desulfurococcus_mucosus,Desulfurococcus_mucosus_DSM_2162_uid62227,344,Crenarchaeota,Desulfurococcales
Bacteria,Proteobacteria,Gammaproteobacteria,Dichelobacter,Dichelobacter_nodosus,Dichelobacter_nodosus_VCS1703A_uid57643,345,Gammaproteobacteria,Cardiobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Dickeya,Dickeya_dadantii,Dickeya_dadantii_3937_uid52537,2185,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Dickeya,Dickeya_dadantii,Dickeya_dadantii_Ech586_uid42519,2186,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Dickeya,Dickeya_dadantii,Dickeya_dadantii_Ech703_uid59363,346,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Dickeya,Dickeya_zeae,Dickeya_zeae_Ech1591_uid59297,2190,Gammaproteobacteria,Enterobacteriales
Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomus,Dictyoglomus_thermophilum,Dictyoglomus_thermophilum_H_6_12_uid59439,2191,Dictyoglomi,Dictyoglomales
Bacteria,Dictyoglomi,Dictyoglomia,Dictyoglomus,Dictyoglomus_turgidum,Dictyoglomus_turgidum_DSM_6724_uid59177,2192,Dictyoglomi,Dictyoglomales
Bacteria,Proteobacteria,Alphaproteobacteria,Dinoroseobacter,Dinoroseobacter_shibae,Dinoroseobacter_shibae_DFL_12_uid58707,2193,Alphaproteobacteria,Rhodobacterales
Bacteria,Bacteroidetes,Cytophagia,Dyadobacter,Dyadobacter_fermentans,Dyadobacter_fermentans_DSM_18053_uid59049,2194,Bacteroidetes,Cytophagales
Bacteria,Proteobacteria,Gammaproteobacteria,Edwardsiella,Edwardsiella_ictaluri,Edwardsiella_ictaluri_93_146_uid59403,348,Gammaproteobacteria,Enterobacteriales
Bacteria,Proteobacteria,Gammaproteobacteria,Edwardsiella,Edwardsiella_tarda,Edwardsiella_tarda_EIB202_uid41819,2195,Gammaproteobacteria,Enterobacteriales
Bacteria,Actinobacteria,Actinobacteria,Eggerthella,Eggerthella_lenta,Eggerthella_lenta_DSM_2243_uid59079,349,Actinobacteria,Coriobacteriales
Bacteria,Actinobacteria,Actinobacteria,Eggerthella,Eggerthella_YY7918,Eggerthella_YY7918_uid68707,353,Actinobacteria,Coriobacteriales
Bacteria,Proteobacteria,Alphaproteobacteria,Ehrlichia,Ehrlichia_canis,Ehrlichia_canis_Jake_uid58071,354,Alphaproteobacteria,Rickettsiales
Bacteria,Proteobacteria,Alphaproteobacteria,Ehrlichia,Ehrlichia_chaffeensis,Ehrlichia_chaffeensis_Arkansas_uid57933,355,Alphaproteobacteria,Rickettsiales
Bacteria,Proteobacteria,Alphaproteobacteria,Ehrlichia,Ehrlichia_ruminantium,Ehrlichia_ruminantium_Gardel_uid58245,356,Alphaproteobacteria,Rickettsiales
Bacteria,Proteobacteria,Alphaproteobacteria,Ehrlichia,Ehrlichia_ruminantium,Ehrlichia_ruminantium_Welgevonden_uid58013,357,Alphaproteobacteria,Rickettsiales
Bacteria,Proteobacteria,Alphaproteobacteria,Ehrlichia,Ehrlichia_ruminantium,Ehrlichia_ruminantium_Welgevonden_uid58243,358,Alphaproteobacteria,Rickettsiales
